id,code,platform,total,average,std_deviation,ucl,date,second_notify,valid
18961,10102,0.0,1733,95.2,340.38,1456.7,12/6/2020 5:00,no,no
18962,1115,0.0,32,0.07,0,2,12/6/2020 5:00,no,no
18963,10102,1.0,575,37.7,124.64,540.46,12/6/2020 5:00,no,no
18965,10102,1.0,160,33.2,26.96,115.22,12/6/2020 5:00,no,no
18966,10102,0.0,87,16.7,20.5,79.39,12/6/2020 5:00,no,no
18969,10102,0.0,224,5.83,42.21,186.33,12/6/2020 7:00,no,no
18971,10102,0.0,99,28.7,21.15,92.16,12/6/2020 7:00,no,no
18973,10102,0.0,107,24.8,27.1,106.96,12/6/2020 8:00,no,no
18974,10102,1.0,1072,263.13,135.75,1340.78,12/6/2020 8:00,no,no
18975,10102,0.0,350,57.97,72.37,347.46,12/6/2020 11:00,no,no
18977,1219,0.0,65,14.67,14.41,57.9,12/6/2020 11:00,no,no
18983,1901,1.0,600,245.67,96.47,535.07,12/6/2020 12:00,no,yes
18987,2092,0.0,79,22.33,14.15,66.38,12/6/2020 14:00,no,no
19006,1219,0.0,70,14.67,14.41,115.802,12/6/2020 17:00,no,no
19013,1219,0.0,72,13.43,14.47,71.76,12/6/2020 18:00,no,no
19014,2354,0.0,26,0.07,0,2,12/6/2020 18:00,no,yes
19015,8991,0.0,94,29.17,18.66,87.24,12/6/2020 18:00,no,no
19016,9211,0.0,97,43.67,17.66,96.64,12/6/2020 19:00,no,no
19017,1155,0.0,39,15.4,6.55,35.04,12/6/2020 19:00,no,no
19018,9211,0.0,79,25.73,12.5,75.71,12/6/2020 21:00,no,no
19019,1546,0.0,2741,1655.83,339.27,2673.65,12/6/2020 21:00,no,no
19026,1723,0.0,40,16.27,7.63,39.15,12/6/2020 22:00,no,no
19028,1546,0.0,2512,1316.33,269.07,2392.61,12/6/2020 23:00,no,no
19029,1901,1.0,593,216.6,88.11,569.04,12/6/2020 23:00,no,yes
19030,2147,0.0,29,0.3,1.09,5.52,12/6/2020 23:00,no,no
19050,2304,0.0,71,22.63,13.55,63.29,13/6/2020 11:00,no,no
19087,1901,1.0,846,269.93,178.15,804.39,13/6/2020 20:00,no,no
19092,1240,0.0,289,101.67,55.94,269.5,13/6/2020 21:00,no,no
19101,1901,1.0,873,237.27,156.28,862.39,13/6/2020 22:00,no,no
19109,1566,0.0,125,58.5,21.05,121.65,13/6/2020 23:00,no,no
19110,1171,1.0,48,13.77,9.78,45.22,13/6/2020 23:00,no,yes
19113,1300721,0.0,36,11.53,7.5,34.42,14/6/2020 02:00,no,no
19120,1300721,0.0,40,10.73,7.14,39.67,14/6/2020 07:00,no,no
19123,503,1.0,1387,108.9,373.19,1232.23,14/6/2020 08:00,no,no
19127,2008,0.0,25,0.3,3.5,15,14/6/2020 13:00,no,no
19135,1366,0.0,148,68.83,22.36,135.92,14/6/2020 17:00,no,no
19136,1723,1.0,399,268.73,41.32,392.68,14/6/2020 18:00,no,no
19138,1171,1.0,62,15.03,13.9,59.05,14/6/2020 20:00,no,no
19141,1171,1.0,74,15.03,13.9,72.95,14/6/2020 21:00,no,no
19142,1901,1.0,1201,305.5,294.71,1189.62,14/6/2020 21:00,no,no
19143,1245,1.0,73,21.7,10.74,66.21,14/6/2020 21:00,no,no
19144,1546,0.0,3349,1755.27,496.53,3244.87,14/6/2020 22:00,no,no
19145,1546,0.0,3348,1403.9,411.84,3051.28,14/6/2020 23:00,no,no
19146,1901,1.0,1323,268.53,260.8,1311.73,14/6/2020 23:00,no,no
19147,10103,1.0,317,62.07,46.78,202.4,14/6/2020 23:00,no,no
19152,10102,0.0,42,8.67,7.11,37.73,15/6/2020 11:00,no,no
19157,10102,1.0,218,26.83,18.69,101.6,15/6/2020 12:00,no,no
19170,10102,0.0,313,36.27,53.92,251.93,15/6/2020 15:00,no,no
19171,10103,1.0,833,327.43,161.36,811.53,15/6/2020 15:00,no,no
19176,2115,1.0,86,31.13,16.58,80.87,15/6/2020 16:00,no,no
19177,2100,0.0,67,24.8,12.65,62.76,15/6/2020 16:00,no,no
19189,1901,1.0,1481,347.47,359.5,1425.96,15/6/2020 18:00,no,no
19191,1234,0.0,221,73.2,32.37,202.7,15/6/2020 19:00,no,no
19192,1546,0.0,4188,1820.03,609.4,3648.24,15/6/2020 19:00,no,no
19194,1231,1.0,99,39.83,16.77,90.15,15/6/2020 21:00,no,no
19196,503,1.0,722,49.33,154.08,673.25,15/6/2020 21:00,no,yes
19197,1155,0.0,151,57.97,20.94,141.74,15/6/2020 21:00,no,no
19198,1546,0.0,4192,1474.93,551.9,3682.52,15/6/2020 22:00,no,no
19199,1546,0.0,576,219.97,88.26,572.99,15/6/2020 22:00,no,no
19200,1901,1.0,1649,308.83,327.25,1617.83,15/6/2020 23:00,no,no
19201,503,1.0,467,13.67,85.49,400.55,15/6/2020 23:00,no,no
19208,1924,1.0,30,0.1,0,3,16/6/2020 04:00,no,no
19209,503,1.0,2091,227.63,573.32,1955.43,16/6/2020 04:00,no,no
19210,503,1.0,1032,29.4,158.4,743.85,16/6/2020 05:00,no,no
19212,503,1.0,1790,106.4,255.06,1130.31,16/6/2020 06:00,no,no
19213,503,1.0,34,1.6,1.41,21.66,16/6/2020 06:00,no,no
19214,503,1.0,1523,78.3,219.54,968.51,16/6/2020 06:00,no,no
19216,2305,1.0,33,0.3,0,3,16/6/2020 07:00,no,no
19218,5387,1.0,35,0.1,0,3,16/6/2020 08:00,no,no
19219,5382,1.0,62,7.6,7.91,44.3,16/6/2020 08:00,no,no
19220,1240,0.0,301,63.97,77.66,296.96,16/6/2020 09:00,no,no
19221,1155,1.0,87,34.97,16.26,83.76,16/6/2020 09:00,no,no
19224,5382,1.0,26,0.07,0,2,16/6/2020 10:00,no,no
19227,10103,0.0,30,3.43,7.91,29.8,16/6/2020 11:00,no,no
19228,5384,0.0,196,52.9,28.16,165.53,16/6/2020 11:00,no,no
19232,7214,1.0,88,27.27,15.09,87.61,16/6/2020 12:00,no,no
19235,5254,1.0,137,48.17,24.55,121.8,16/6/2020 13:00,no,no
19236,2304,1.0,339,100.83,76.67,334.33,16/6/2020 13:00,no,no
19237,5254,1.0,116,38.9,18.73,113.82,16/6/2020 13:00,no,no
19240,2115,1.0,698,354.37,81.02,597.43,16/6/2020 15:00,no,no
19241,2105,1.0,198,64.5,23.54,135.11,16/6/2020 15:00,no,no
19246,2105,1.0,146,50.1,20.65,132.69,16/6/2020 16:00,no,no
19247,2115,1.0,77,29.2,11.4,74.8,16/6/2020 16:00,no,no
19248,2115,1.0,112,41.97,16.28,107.07,16/6/2020 16:00,no,no
19249,5394,1.0,78,27.97,9.4,65.55,16/6/2020 16:00,no,no
19250,5393,1.0,111,44.83,14.96,104.66,16/6/2020 16:00,no,no
19252,2115,1.0,538,221.8,55.22,442.68,16/6/2020 17:00,no,no
19255,1234,0.0,1876,940.13,224.9,1839.73,16/6/2020 17:00,no,no
19256,5411,1.0,62,29.47,10.29,60.35,16/6/2020 18:00,no,no
19258,2115,1.0,93,34.17,19.42,92.42,16/6/2020 18:00,no,no
19260,5387,1.0,25,0.3,0.82,5.45,16/6/2020 19:00,no,no
19263,5394,1.0,104,53.1,12.22,102,16/6/2020 19:00,no,no
19264,1234,0.0,2949,1669.27,317.04,2937.44,16/6/2020 19:00,no,no
19265,5393,1.0,243,102,34.2,238.79,16/6/2020 19:00,no,no
19266,1546,0.0,682,234.9,110.84,678.27,16/6/2020 20:00,no,no
19268,1880,1.0,111,36.27,22.44,106.17,16/6/2020 20:00,no,no
19269,9269,1.0,114,23.57,19.39,105.84,16/6/2020 20:00,no,no
19270,2115,0.0,257,147.27,35.34,253.3,16/6/2020 20:00,no,no
19271,2077,0.0,47,9.23,10.59,43.3,16/6/2020 20:00,no,no
19272,5393,1.0,205,109.47,22.64,200.05,16/6/2020 20:00,no,no
19273,1234,0.0,20110,12754.2,1778.89,19869.7,16/6/2020 20:00,no,no
19274,5393,1.0,63,28.17,8.45,61.95,16/6/2020 20:00,no,no
19275,5394,1.0,145,63.43,20.15,144.04,16/6/2020 20:00,no,no
19276,5394,1.0,68,26.8,10.03,66.94,16/6/2020 20:00,no,no
19278,1366,0.0,106,60.77,14.91,105.5,16/6/2020 21:00,no,no
19279,5394,1.0,98,42.13,13.81,97.38,16/6/2020 21:00,no,no
19280,5393,1.0,31,12.5,4.6,30.88,16/6/2020 21:00,no,no
19281,1155,1.0,39,19.73,4.48,38.32,16/6/2020 22:00,no,no
19282,2148,1.0,314,154.37,52.12,310.72,16/6/2020 22:00,no,no
19283,1901,1.0,1833,402,464.85,1796.56,16/6/2020 22:00,no,no
19284,5393,1.0,113,44.37,16.62,110.86,16/6/2020 22:00,no,no
19285,5252,0.0,126,67.13,19.2,124.73,16/6/2020 23:00,no,no
19286,5382,1.0,185,77.33,26.78,184.45,16/6/2020 23:00,no,no
19287,1234,0.0,238,120.93,25.16,221.56,16/6/2020 23:00,no,no
19288,5103,0.0,177,64.83,27.22,173.72,16/6/2020 23:00,no,no
19308,5384,0.0,29,2.2,5.55,26.59,17/6/2020 08:00,no,no
19309,2304,1.0,745,283.13,112.3,732.35,17/6/2020 09:00,no,no
19318,607,1.0,172,8.53,36.02,127.75,17/6/2020 11:00,no,yes
19321,532,1.0,44,10.33,7.72,38.65,17/6/2020 11:00,no,no
19326,1171,1.0,71,22.33,11.89,70.66,17/6/2020 12:00,no,no
19328,10109,0.0,29,0.07,0,1,17/6/2020 13:00,no,no
19330,5394,1.0,41,8.37,7.26,38.02,17/6/2020 14:00,no,no
19331,5393,1.0,60,14.23,10.83,58.05,17/6/2020 14:00,no,no
19334,2151,1.0,51,0.2,0,3,17/6/2020 15:00,no,no
19335,5382,1.0,44,4.8,9.12,43.04,17/6/2020 16:00,no,no
19338,5382,1.0,24,2.43,4.36,23.05,17/6/2020 16:00,no,no
19339,5384,0.0,31,5.37,5.98,30.64,17/6/2020 16:00,no,no
19341,2092,0.0,32,4.43,7.37,28.44,17/6/2020 17:00,no,no
19342,5384,0.0,70,9.37,14.25,67.82,17/6/2020 17:00,no,no
19344,10102,0.0,321,76.1,57.46,305.93,17/6/2020 18:00,no,no
19347,5384,0.0,327,62.83,59.31,300.06,17/6/2020 18:00,no,no
19348,10103,0.0,255,17.47,57.81,250.63,17/6/2020 19:00,no,yes
19349,7880,0.0,32,5.93,5.71,30.25,17/6/2020 19:00,no,no
19350,5103,0.0,177,80.5,23.81,175.75,17/6/2020 19:00,no,no
19351,9210,1.0,128,41.53,27.55,124.19,17/6/2020 21:00,no,no
19352,9262,0.0,87,42.07,13.32,82.02,17/6/2020 21:00,no,no
19353,1723,0.0,77,33.2,14.53,76.78,17/6/2020 21:00,no,no
19355,5387,1.0,195,40.43,36.96,188.26,17/6/2020 21:00,no,no
19356,5393,1.0,37,13.63,5.65,36.25,17/6/2020 21:00,no,no
19357,10103,1.0,58,19.73,12.44,57.75,17/6/2020 22:00,no,no
19359,5384,0.0,75,11.73,14.15,70.13,17/6/2020 22:00,no,no
19360,5382,1.0,221,81.73,32.89,213.31,17/6/2020 22:00,no,no
19361,9262,0.0,88,34.83,13.05,87.04,17/6/2020 23:00,no,no
19362,2077,0.0,53,19.83,10.73,52.72,17/6/2020 23:00,no,no
19363,5384,0.0,56,8.93,9.58,49.03,17/6/2020 23:00,no,no
19364,1224,0.0,132,54.6,18.44,128.35,17/6/2020 23:00,no,no
19411,8573,1.0,88,14.87,13.96,64.17,18/6/2020 07:00,no,no
19447,1171,1.0,145,26.03,27.24,135.9,18/6/2020 14:00,no,no
19448,103,1.0,48,16.23,9.68,45.84,18/6/2020 15:00,no,no
19449,8573,1.0,91,11.73,11.78,65.65,18/6/2020 15:00,no,no
19464,1723,0.0,69,20.13,10.93,63.86,18/6/2020 16:00,no,no
19465,2077,0.0,61,20.43,12,57.14,18/6/2020 16:00,no,no
19467,2105,0.0,162,61.97,28.11,146.28,18/6/2020 18:00,no,no
19468,2058,1.0,87,0.3,0,9,18/6/2020 18:00,no,no
19469,5384,0.0,103,25.8,16.61,92.24,18/6/2020 18:00,no,no
19470,1240,0.0,144,49.47,30,139.47,18/6/2020 19:00,no,no
19477,100148,0.0,27,0.3,1.17,5.3,18/6/2020 21:00,no,no
19486,2480,0.0,235,87.7,48.23,232.4,18/6/2020 23:00,no,no
19577,1723,0.0,72,27.57,13.99,69.54,19/6/2020 13:00,no,no
19579,5103,0.0,26,2.93,5.25,25.2,19/6/2020 13:00,no,no
19589,1171,1.0,170,22.47,26.19,130.67,19/6/2020 14:00,no,no
19593,103,1.0,166,69.47,30.54,161.1,19/6/2020 14:00,no,no
19597,1454,1.0,299,50.23,67.82,266.25,19/6/2020 15:00,no,no
19599,5397,0.0,90,0.23,0,7,19/6/2020 16:00,no,yes
19600,5397,0.0,77,0.2,0,6,19/6/2020 16:00,no,yes
19601,5397,0.0,174,0.07,0,2,19/6/2020 16:00,no,yes
19602,5397,0.0,44,0.07,0,2,19/6/2020 16:00,no,yes
19603,5397,0.0,30,0.13,0,4,19/6/2020 16:00,no,yes
19604,5397,1.0,65,0.1,0,3,19/6/2020 16:00,no,yes
19605,5397,1.0,391,0.07,0,2,19/6/2020 16:00,no,yes
19606,5397,1.0,484,0.23,0,7,19/6/2020 16:00,no,yes
19607,5397,1.0,361,25.03,10.17,55.54,19/6/2020 17:00,no,yes
19609,5397,1.0,193,0.07,0,2,19/6/2020 17:00,no,yes
19612,5397,0.0,109,0.33,0.87,5.1,19/6/2020 17:00,no,no
19613,2123,0.0,170,56.87,36.69,166.94,19/6/2020 18:00,no,no
19614,1116,0.0,77,24.1,15.56,72.51,19/6/2020 18:00,no,no
19615,10102,0.0,48,6.57,9.52,47.48,19/6/2020 18:00,no,no
19616,5397,1.0,26,0.17,0.5,4,19/6/2020 18:00,no,no
19617,2123,0.0,170,46.6,30.76,169.65,19/6/2020 20:00,no,no
19618,5397,1.0,36,19.03,5.46,35.42,19/6/2020 21:00,no,no
19621,1723,0.0,101,7.13,30.47,100.71,19/6/2020 21:00,no,no
19622,1300721,0.0,26,0.07,0,2,19/6/2020 23:00,no,no
19623,100148,0.0,35,0.3,1.17,5.3,19/6/2020 23:00,no,no
19629,532,1.0,128,17.07,17.64,74.26,20/6/2020 08:00,no,no
19630,6428,1.0,26,0.27,0,8,20/6/2020 08:00,no,no
19644,1723,0.0,290,59.77,33.3,195.03,22/6/2020 11:00,no,no
19645,1240,0.0,101,14.73,14.52,74.47,22/6/2020 11:00,no,no
19669,5103,0.0,85,34.43,11.01,79.67,22/6/2020 17:00,no,no
19670,1723,0.0,114,8.4,28.5,97.51,22/6/2020 21:00,no,no
19671,5103,0.0,56,4.03,8.62,40.26,22/6/2020 22:00,no,no
19672,2113,0.0,151,44.13,29.49,146.03,22/6/2020 22:00,no,no
19673,2111,0.0,75,27.4,13.73,69.55,22/6/2020 22:00,no,no
19687,1240,0.0,337,99.67,74.24,329.52,23/6/2020 07:00,no,no
19688,2100,1.0,52,20.73,9.9,50.43,23/6/2020 07:00,no,no
19689,2100,0.0,146,43.63,13.36,86.84,23/6/2020 07:00,no,no
19701,9306,1.0,131,30.77,22.39,125.06,23/6/2020 09:00,no,no
19703,8126,0.0,26,0.13,1,5,23/6/2020 09:00,no,yes
19708,1240,0.0,106,45.67,18.5,104.44,23/6/2020 11:00,no,no
19710,2304,0.0,202,22.23,26.48,104.13,23/6/2020 14:00,no,no
19711,1723,0.0,97,25.17,13.39,67.12,23/6/2020 14:00,no,no
19712,100134,0.0,25,0.2,1,6,23/6/2020 14:00,no,no
19713,1155,0.0,108,52.9,17.06,107.87,23/6/2020 17:00,no,no
19714,5194,0.0,101,24.03,18.56,100,23/6/2020 17:00,no,no
19715,2304,0.0,122,23.7,22.95,94.25,23/6/2020 17:00,no,no
19716,2113,0.0,36,8.23,8.47,34.23,23/6/2020 17:00,no,yes
19717,1723,0.0,90,28.93,10.62,62.85,23/6/2020 17:00,no,no
19729,2105,0.0,91,32.87,13.59,89.57,23/6/2020 19:00,no,no
19739,1234,0.0,75,21.67,11.83,71.4,23/6/2020 22:00,no,no
19740,2077,0.0,90,27.4,12.36,78.78,23/6/2020 23:00,no,no
19741,2113,1.0,42,11.67,9.97,41.98,23/6/2020 23:00,no,no
19742,2304,0.0,107,21.67,16.09,72.34,23/6/2020 23:00,no,no
19743,2113,0.0,39,8.23,8.47,68.4548,23/6/2020 23:00,no,no
19758,2111,0.0,74,19.83,14.11,66.13,24/6/2020 10:00,no,no
19762,1924,0.0,30,0.33,0,10,24/6/2020 11:00,no,no
19764,1723,0.0,80,20.6,11.65,68.66,24/6/2020 12:00,no,no
19765,1723,0.0,229,94.67,42.45,228.78,24/6/2020 12:00,no,no
19768,1234,0.0,247,124.17,28.28,246.18,24/6/2020 12:00,no,no
19774,1723,0.0,194,45.8,35.93,192.81,24/6/2020 14:00,no,no
19783,1300722,0.0,48,11.23,6.65,31.98,24/6/2020 15:00,no,no
19800,1240,0.0,139,45.53,28.74,135.01,24/6/2020 15:00,no,no
19805,5230,0.0,54,11.97,9.12,49.3,24/6/2020 17:00,no,no
19812,9306,1.0,121,33.9,27.09,120.4,24/6/2020 18:00,no,no
19814,1480,1.0,148,56.07,30.39,147.23,24/6/2020 18:00,no,no
19815,7134,0.0,3026,1600.63,403.3,2924.88,24/6/2020 18:00,no,no
19833,1240,0.0,154,39.87,26.52,148.78,24/6/2020 22:00,no,no
19838,1684,0.0,26,0.27,2,10,24/6/2020 23:00,no,no
19912,2105,0.0,64,25.7,11.94,63.34,25/6/2020 13:00,no,no
19930,2105,0.0,304,143.1,39.58,272.07,25/6/2020 15:00,no,no
19932,1234,0.0,313,129.03,42.85,309.65,25/6/2020 15:00,no,no
19939,2105,0.0,223,93.2,29.72,218.75,25/6/2020 16:00,no,no
19940,1723,0.0,38,9.57,5.94,34.03,25/6/2020 16:00,no,no
19941,1109,0.0,83,0.17,0,5,25/6/2020 16:00,no,yes
19943,7134,0.0,3481,1641.53,486.91,3219.51,25/6/2020 16:00,no,no
19945,1723,0.0,152,48.43,17.13,120.43,25/6/2020 17:00,no,no
19946,2115,1.0,179,86.1,26.14,164.52,25/6/2020 19:00,no,no
19947,2092,1.0,587,263.93,87.42,526.19,25/6/2020 19:00,no,no
19948,1366,1.0,181,78,33.61,178.83,25/6/2020 19:00,no,no
19957,5344,0.0,1766,845.4,211.41,1751.44,25/6/2020 20:00,no,no
19961,1366,0.0,91,32.7,14.21,77.68,25/6/2020 21:00,no,no
19970,7134,0.0,3331,1455.33,435.46,3301.13,25/6/2020 22:00,no,no
19971,2093,0.0,83,26,13.4,68.05,25/6/2020 23:00,no,no
19972,1366,0.0,89,27.5,13.93,85.17,25/6/2020 23:00,no,no
19973,509,1.0,34,0.27,0,8,25/6/2020 23:00,no,no
19974,5344,1.0,4925,2029.2,596.62,4415.68,25/6/2020 23:00,no,no
19975,1249,1.0,1509,612.2,175.9,1315.78,25/6/2020 23:00,no,no
19989,2484,0.0,70,0.07,0,1,26/6/2020 05:00,no,no
19990,6471,1.0,32,0.07,0,2,26/6/2020 05:00,no,no
20007,2115,1.0,78,12.57,15.4,77.98,26/6/2020 11:00,no,yes
20034,1155,0.0,160,93.97,18.77,156.99,26/6/2020 16:00,no,no
20038,2105,0.0,70,17.93,12.48,69.12,26/6/2020 17:00,no,no
20039,2105,1.0,96,38.63,13.65,93.25,26/6/2020 17:00,no,no
20040,2115,0.0,47,13.5,8.88,42.22,26/6/2020 17:00,no,no
20055,7891,1.0,482,42.2,41.82,174.15,26/6/2020 19:00,no,no
20056,7149,1.0,207,60.03,35.12,167.45,26/6/2020 19:00,no,no
20057,103,1.0,73,18.37,11.39,53.18,26/6/2020 19:00,no,no
20058,303,1.0,23,6.03,3.54,22.04,26/6/2020 19:00,no,no
20059,10103,1.0,896,334.53,176.88,865.18,26/6/2020 19:00,no,no
20060,2115,1.0,254,91.47,42.89,440.271,26/6/2020 19:00,no,no
20061,1454,1.0,171,25.7,35.09,156.66,26/6/2020 19:00,no,no
20062,1139,1.0,132,62.13,22.9,130.84,26/6/2020 19:00,no,no
20063,2100,1.0,129,55.97,18.12,128.45,26/6/2020 19:00,no,no
20064,1366,0.0,93,35.03,17.99,91.49,26/6/2020 19:00,no,no
20068,2105,0.0,328,149.87,55.74,327.8,26/6/2020 21:00,no,no
20071,1155,0.0,239,127.7,31.9,232.52,26/6/2020 23:00,no,no
20072,1155,0.0,186,93.9,18.8,175.82,26/6/2020 23:00,no,no
20101,7902,0.0,73,11.6,17.2,66.72,27/6/2020 07:00,no,no
20124,1412,1.0,261,93.17,36.47,202.58,27/6/2020 15:00,no,no
20126,2116,1.0,58,2.37,8.95,53.57,27/6/2020 19:00,no,no
20127,2111,1.0,171,51.1,27.78,162.22,27/6/2020 19:00,no,no
20128,2095,0.0,65,22.27,9.65,62.46,27/6/2020 20:00,no,no
20129,7902,0.0,74,19.33,16.32,71.28,27/6/2020 20:00,no,no
20130,2102,1.0,54,23.13,9.58,51.88,27/6/2020 21:00,no,no
20158,1927,0.0,27,0.3,0,9,28/6/2020 17:00,no,no
20185,2119,0.0,70,4,10.57,54.29,29/6/2020 03:00,no,no
20186,8122,1.0,27,0.07,0,2,29/6/2020 03:00,no,no
20189,2119,1.0,117,4.7,19.27,77.95,29/6/2020 04:00,no,no
20192,2119,1.0,117,4.6,18.53,93.83,29/6/2020 05:00,no,no
20211,7891,0.0,63,27.07,10.41,60.24,29/6/2020 11:00,no,yes
20213,7214,0.0,158,49.07,34.23,155.26,29/6/2020 12:00,no,no
20215,100153,0.0,25,0.13,0,1,29/6/2020 14:00,no,no
20217,7891,0.0,47,17.13,6.92,46.05,29/6/2020 14:00,no,no
20226,1723,1.0,103,42.1,16.12,90.46,29/6/2020 15:00,no,no
20227,1723,0.0,256,53.3,45.88,240.64,29/6/2020 16:00,no,no
20235,10103,1.0,169,42.27,29.72,131.44,29/6/2020 18:00,no,no
20236,9269,1.0,108,40.57,19.49,99.04,29/6/2020 18:00,no,no
20237,9204,1.0,123,55.97,21.73,121.15,29/6/2020 18:00,no,no
20242,1454,0.0,515,29.8,75.92,340.93,29/6/2020 19:00,no,no
20243,5194,0.0,40,0.17,0.47,3.08,29/6/2020 19:00,no,no
20244,8215,1.0,108,43.2,15.92,106.87,29/6/2020 19:00,no,no
20245,5194,0.0,31,0.2,1.41,6.24,29/6/2020 19:00,no,no
20246,5230,0.0,168,77.87,28.13,167.81,29/6/2020 19:00,no,no
20247,1244,0.0,66,26,11.93,63.64,29/6/2020 19:00,no,no
20248,2126,1.0,65,0.3,0.5,6,29/6/2020 20:00,no,no
20249,8215,0.0,278,89.5,30.59,218.27,29/6/2020 20:00,no,no
20250,2105,0.0,53,18.63,7.97,51.83,29/6/2020 20:00,no,no
20251,8215,0.0,809,140.73,155.62,773.28,29/6/2020 20:00,no,no
20252,9268,0.0,25,0.13,1,5,29/6/2020 20:00,no,no
20261,1879,0.0,25,0.23,0.8,3.8,29/6/2020 21:00,no,no
20262,2104,0.0,131,65.23,19.56,128.57,29/6/2020 21:00,no,no
20283,2095,0.0,1560,165.8,58.48,418.15,30/6/2020 09:00,no,no
20290,1723,0.0,57,18.4,8.29,45.31,30/6/2020 12:00,no,no
20291,1240,0.0,135,38.87,21.64,108.09,30/6/2020 12:00,no,yes
20292,2092,0.0,86,34.23,14.65,82,30/6/2020 13:00,no,no
20293,2113,0.0,114,54.3,17.13,111.73,30/6/2020 14:00,no,no
20294,1109,0.0,99,4.83,10.14,88.91,30/6/2020 15:00,no,no
20295,1240,0.0,131,36.33,20.74,123.34,30/6/2020 17:00,no,no
20296,8215,0.0,113,56.87,14.2,105.78,30/6/2020 17:00,no,no
20297,5344,0.0,1252,459.83,171.38,1196.46,30/6/2020 17:00,no,no
20298,1249,0.0,189,59.97,17.23,135.56,30/6/2020 17:00,no,no
20299,7214,0.0,113,36.4,12.26,89.47,30/6/2020 18:00,no,no
20300,2111,1.0,121,36.4,22.99,105.36,30/6/2020 18:00,no,no
20301,2105,1.0,186,62,23.88,133.65,30/6/2020 18:00,no,no
20302,603,1.0,283,126.77,44.85,261.32,30/6/2020 18:00,no,no
20303,603,1.0,115,36.07,20.23,96.74,30/6/2020 18:00,no,no
20304,2111,0.0,78,14.8,19.24,74.78,30/6/2020 18:00,no,no
20305,2105,0.0,114,40.7,20.68,107.27,30/6/2020 18:00,no,no
20306,1155,0.0,112,46.27,19.21,109.03,30/6/2020 18:00,no,no
20307,7134,0.0,4417,1826.9,772.75,4348.13,30/6/2020 19:00,no,no
20308,2714,0.0,102,33.13,16.08,101.14,30/6/2020 19:00,no,no
20309,5450,1.0,104,20,23.75,101.26,30/6/2020 19:00,no,no
20312,7214,1.0,737,364.37,121.82,729.84,30/6/2020 19:00,no,no
20313,6434,1.0,73,27.33,15.02,72.38,30/6/2020 19:00,no,no
20314,9116,0.0,33,13.73,5.34,31.27,30/6/2020 19:00,no,no
20315,2113,0.0,1887,963.83,256.53,1840.53,30/6/2020 19:00,no,no
20316,1155,0.0,95,33,14.2,93.47,30/6/2020 20:00,no,no
20317,2113,0.0,57,12.77,13.17,53.7,30/6/2020 20:00,no,no
20318,2105,0.0,70,23.8,13.03,65.55,30/6/2020 20:00,no,no
20319,2104,0.0,43,18,7.29,41.88,30/6/2020 20:00,no,no
20320,2077,0.0,81,34.67,13.15,77.97,30/6/2020 20:00,no,no
20323,2093,0.0,41,10.67,6.84,39.68,30/6/2020 22:00,no,no
20324,9301,1.0,27,0.27,0,8,2/7/2020 8:00,no,no
20331,9269,0.0,97,25.17,13.99,71.02,2/7/2020 9:00,no,no
20340,5357,1.0,34,0.17,0.5,4,2/7/2020 10:00,no,yes
20342,5357,1.0,44,0.1,0,3,2/7/2020 11:00,no,no
20343,8215,0.0,144,37.57,26.85,123.9,2/7/2020 11:00,no,yes
20344,6106,1.0,115,29.33,16.83,80.84,2/7/2020 11:00,no,no
20345,5173,1.0,174,89.87,22.68,161.02,2/7/2020 11:00,no,no
20346,8215,1.0,78,17.43,16.7,68.13,2/7/2020 14:00,no,no
20347,8215,1.0,182,13.9,18.61,72.5,2/7/2020 14:00,no,no
20348,103,1.0,81,28.2,15.19,73.77,2/7/2020 14:00,no,no
20349,2092,0.0,62,14.47,11.82,53.55,2/7/2020 14:00,no,no
20350,5173,1.0,163,65.07,17.25,134.08,2/7/2020 14:00,no,no
20351,8215,0.0,103,21.03,14.98,84.17,2/7/2020 15:00,no,no
20352,8215,0.0,144,23.33,17.66,97.58,2/7/2020 15:00,no,no
20363,2100,0.0,53,16.97,9.57,49.06,2/7/2020 17:00,no,no
20364,1366,0.0,59,17.7,10.57,52.12,2/7/2020 17:00,no,no
20365,2100,0.0,81,25.5,12.39,78.99,2/7/2020 18:00,no,no
20366,7214,0.0,97,36.17,13.3,94.92,2/7/2020 18:00,no,no
20368,2105,0.0,180,69.13,30.46,171.15,2/7/2020 18:00,no,no
20369,2092,0.0,88,32.9,14.76,82.25,2/7/2020 19:00,no,no
20371,2100,0.0,54,14.83,8.21,50.65,2/7/2020 21:00,no,no
20372,8215,0.0,357,103.8,54.93,569.133,2/7/2020 21:00,no,no
20373,1723,0.0,72,25.63,11.85,65.12,2/7/2020 21:00,no,no
20375,1723,0.0,44,14.1,6.92,43.95,2/7/2020 22:00,no,no
20376,9806,0.0,55,19.97,9.44,51.36,2/7/2020 23:00,no,no
20398,100124,0.0,25,0.23,0.49,2.87,3/7/2020 5:00,no,no
20400,7891,0.0,47,6.9,9.37,37.11,3/7/2020 7:00,no,no
20401,1878,0.0,87,20.63,19.02,81.83,3/7/2020 7:00,no,no
20414,9269,1.0,37,0.27,1,7,3/7/2020 9:00,no,no
20428,2148,1.0,416,197.47,72.44,414.8,3/7/2020 14:00,no,no
